Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Nepal Stock Exchange Limited,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
49,Nepal Bangladesh Bank Limited Promoter Share,,NBBPO,18603890,100,,,,1860.39,315254,36.57,,3,116,109.43,109.43,,116,,3,,,0
50,Nepal Credit & Commercial Bank Ltd. Promoter Share,,NCCBPO,6880104,100,,,,688.01,5762674,753.49,,126,123,114,123,,130.75,,38,,,0
51,Nepal Insurance Co. Ltd Promoter Share,,NICLPO,2872093,100,,,,287.21,72930,39.83,,4,629,292,629,,546.18,,3,,,0
52,Nepal Investment Bank Ltd. Promoter Share,,NIBPO,159,100,,,,0.02,5839311,2395.54,,8460,475,352,403,,410.24,,202,,,0
53,Nepal Life Insurance Co. Ltd. Promoter,,NLICP,100000,100,,,,10,340110,277.03,,41,920,500,920,,814.54,,26,,,0
54,Nerude Laghubita Bikas Bank Limited Promoter Share,,NLBBLP,1250003,100,,,,125,38630,12.14,,31,100,92.59,100,,314.15,,3,,,0
55,NIC Asia Bank Limted Promoter Share,,NICAP,5148000,100,,,,514.8,107142,49.61,,9,510,245,504,,462.99,,7,,,0
56,Nirdhan Utthan Bank Limited Promoter Share,,NUBLPO,3358604,100,,,,335.86,108542,60.54,,6,600,600,600,,557.74,,1,,,0
57,NMB Bank Limited Promoter Share,,NMBPO,8579999,100,,,,858,680124,169.79,,17,250,205,245,,249.64,,13,,,0
58,Prabhu  Bank Limited Promoter Share,,PRVUPO,1000000,100,,,,100,6987942,1098.91,,71,204,122.05,200,,157.26,,24,,,0
59,Prabhu Insurance Company Ltd. Promoter,,PRINPO,100000,100,,,,10,735000,236.97,,3,551,500.91,500.91,,322.41,,1,,,0
60,Premier Insurance Co. Ltd. Promoter Share,,PICPO,5480256,100,,,,548.03,1000,0.53,,2,625,426,625,,533,,2,,,0
61,Prime Commercial Bank Promoter Share,,PCBLP,400000,100,,,,40,2183222,359.67,,49,178,140,178,,164.74,,19,,,0
62,Prime Life Insurance Company Limited Promoter Share,,PLICPO,4881600,100,,,,488.16,126724,49.91,,2,520,232,520,,393.85,,2,,,0
63,Progressive Finance Limited Promoter Share,,PROFLP,180000,100,,,,18,893132,90.21,,71,101,101,101,,101,,9,,,0
64,Prudential Insurance Co. Ltd. Promoter Share,,PICLPO,1000000,100,,,,100,514905,138.04,,15,283,255,260,,268.08,,11,,,0
65,Rastriya Beema Company Limited Promoter Share,,RBCLPO,1776296,100,,,,177.63,252685,3826.85,,7463,20185,7644,17999,,15144.73,,216,,,0
66,Reliance Finance Ltd. Promoter Share,,RLFLPO,2000000,100,,,,200,16060,1.75,,2,109,109,109,,109,,2,,,0
67,RSDC Laghubitta Bittiya Sanstha Ltd. Promoter Share,,RSDCP,1000000,100,,,,100,6715,2.22,,1,330,33,33,,330,,1,,,0
68,Rural Microfinance Development Centre Ltd. Promoter Share,,RMDCPO,5720000,100,,,,572,103876,41.15,,16,490,327,327,,396.19,,8,,,0
69,Samriddhi Finance Company Limited Promoter Share,,SFCLP,360000,100,,,,36,4736,0.47,,1,100,100,100,,100,,1,,,0
70,Sanima Bank Ltd. Promoter Share,,SBBLPO,0,100,,,,0,100000,18,,1,180,163.64,100,,180,,1,,,0
71,Saptakoshi Development Bank Ltd Promoter Share,,SAPDBLP,0,100,,,,0,85401,9.86,,10,207,102,207,,115.5,,8,,,0
72,Shangrila Development Bank Ltd. Promoter Share,,SADBLP,7359999,100,,,,736,361925,43,,14,121,100,121,,118.81,,8,,,0
73,Shikhar Insurance Co. Ltd. Promoter,,SICLPO,200000,100,,,,20,47471,47.9,,1,1009,440,789.7,,1009,,1,,,0
74,Shine Resunga Development Bank Ltd. Promoter Share,,SHINEP,6333300,100,,,,633.33,290656,42.08,,14,177,140,140,,144.77,,9,,,0
75,Shree Investment & Finance Co. Ltd. Promoter Share,,SIFCPO,1000000,100,,,,100,25901,3.11,,3,120,120,120,,120,,2,,,0
76,Siddhartha Bank Limited Promoter Share,,SBLPO,3000000,100,,,,300,289880,60.02,,11,270,190,270,,207.05,,8,,,0
77,Siddhartha Insurance Ltd. Promoter Share,,SILPO,1000000,100,,,,100,10000,5.95,,1,595,255.45,531.25,,595,,1,,,0
78,Sindhu Bikas Bank Ltd. Promoter Share,,SINDUP,1075000,100,,,,107.5,370140,41.07,,7,111,111,111,,110.95,,4,,,0
79,Summit Laghubitta Bittiya Sanstha Limited Promoter Share,,SMFDBP,352800,100,,,,35.28,91000,62.31,,36,727,431,680,,684.72,,7,,,0
80,Sunrise Bank Ltd Promoter Share,,SRBLPO,20000000,100,,,,2000,390122,62.81,,4,161,161,161,,161,,2,,,0
81,Surya Life Insurance Co. Ltd. Promoter Share,,SLICLP,900000,100,,,,90,3134150,905.01,,103,334,153,275,,288.76,,35,,,0
82,SURYODAYA LAGHUBITTA BITTIYA SANSTHA LIMITED PROMOTER SHARE,,SLBSP,0,100,,,,0,13189,10.54,,8,1111,531,1111,,799.47,,6,,,0
83,Swabalamban Laghubitta Bittiya Sanstha Limited Promoter Share,,SWBBLP,175000,100,,,,17.5,126378,64.86,,20,930,582,781.45,,513.26,,2,,,0
84,SWADESHI LAGHUBITTA BITTIYA SANSTHA LIMITED - PROMOTER SHARE,,SDESIP,0,100,,,,0,13800,6.76,,1,490,490,490,,490,,1,,,0
85,Swarojgar Laghu Bitta Bikas Bank Ltd. Promoter Share,,SLBBLP,536800,100,,,,53.68,67358,44.52,,11,810,262,810,,660.88,,6,,,0
86,Tinau Mission Development Bank Limited Promoter Share,,TMDBLP,0,100,,,,0,63434,6.34,,2,100,100,100,,100,,1,,,0
87,United Finance Company Limited Promoter Share,,UFLPO,900000,100,,,,90,79476,8.5,,2,107,107,107,,107,,2,,,0
88,Vijaya laghubitta Bittiya Sanstha Ltd. Promoter Share,,VLBSPO,1400000,100,,,,140,63186,28.31,,18,976,560,976,,448.08,,4,,,0
89,Womi Microfinance Bittiya Sanstha Ltd. Promoter Share,,WOMIPO,360000,100,,,,36,44671,31.01,,5,883,495,883,,694.21,,2,,,0
,Grand Total,,,349213948,,,,,34921.43,55343639,16347.410000000003,,22529,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,
Tradings,,,,,,,,,,,,,,,,,,,,,,,
S.N. ,Company Name,,Symbol,"No. of Listed
Shares",Paid Up per Share,,,,"Paid Up Capital
(In Million)",Traded Share Quantity,"Traded Amount Rs.
(In Million)",,No. Of Trades,High,Low,Close,,Average,,"No. Of Trading
Days",,,"Market Capitalisation
(In Million)"
1,Bishal Bazar Company Limited,,BBC,491400,100,,,,49.14,257495,1166.7,,9343,8208,1500,5600,,4530.97,,182,,,2751.84
2,Nepal Tading Limited,,NTL,50000,50,,,,2.5,0,0,,0,56,56,56,,0,,0,,,2.8
3,Nepal Welfare Company Limited,,NWC,41000,50,,,,2.05,0,0,,0,95,95,95,,0,,0,,,3.9
4,Salt Trading Corporation,,STC,1920246,100,,,,192.02,579239,5067.98,,22890,13780,2637,9849,,8749.37,,243,,,18912.5
,Grand Total,,,2502646,,,,,245.71,836734,6234.679999999999,,32233,,,,,,,,,,21671.04
,,,,,,,,,,,,,,,,,,,,,,,
,Grand Total,,,6411843972,,,,,727310.4400000005,3404512556,1454444.0500000014,,15417572,,,,,,,,,,4010957.81
