Nepal Stock Exchange Limited,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
16,Everest Bank Limited (Pre),420000,100,42,0.1,0.01,1,100,100,100,42
,,83077315,,8307.73,506,274.42,5053,,,,57468.02
,Finance,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share, Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,0.01,0,1,147,147,147,29.4
2,NIDC Capital Markets,600000,100,60,3.79,0.69,16,182,180,180,108
3,National Finance Co. Ltd.,864000,100,86.4,2.86,0.72,12,250,250,250,216
4,Nepal Share Markets & Fin. Ltd.,1200000,100,120,0.22,0.03,2,145,145,145,174
5,Annunapurna Finance Limited,500000,100,50,0.03,0.01,1,400,400,400,200
6,Kathmandu Finance Ltd,330000,100,33,1.57,0.22,7,145,138,140,46.2
7,Peoples Finance Ltd,400000,100,40,0.14,0.02,6,115,107,115,46
8,Union Finance Ltd,725153,100,72.52,5.2,0.54,108,111,100,100,72.52
9,Citizen Investment Trust,400000,100,40,0.45,0.11,15,279,215,279,111.6
10,Nepal Aawas Bikas Beeta Co. Ltd.,363675,100,36.37,0.22,0.04,7,185,185,185,67.28
11,Narayani Finance Ltd,354930,100,35.49,1.2,0.27,9,230,225,230,81.63
12,Ace Finance Co. Ltd,900000,100,90,1.33,0.45,12,340,335,340,306
13,Yeti Finance Co. Ltd,200000,100,20,0.02,0,1,220,200,220,44
14,Gorkha Finance Co. Ltd,250000,100,25,0.58,0.06,22,110,108,108,27
15,Universal Finance Ltd,375000,100,37.5,1.28,0.24,21,188,186,188,70.5
16,General Fiance Ltd,200000,100,20,0.5,0.07,1,145,145,145,29
17,Mahalaxmi Finance Ltd,495320,100,49.53,0.51,0.14,7,280,280,280,138.69
18,Lalitpur Finance Co. Ltd,225000,100,22.5,0.37,0.1,6,262,260,260,58.5
19,Goodwill Finance Co. Ltd,337500,95,32.06,0.27,0.05,1,185,185,185,62.44
20,Pokhara Finance Ltd,400000,100,40,0.12,0.04,1,325,325,325,130
21,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,0.78,0.09,42,120,113,115,69
22,Nepal Merchant Bank & Fin. Ltd.,2000000,50,100,3.07,0.74,93,243,239,241,482
23,Siddhartha Finance Ltd,200000,100,20,6.34,0.97,31,155,150,153,30.6
24,Alpic Everest Finance Ltd,400000,100,40,0.18,0.03,8,161,160,161,64.4
25,United Finance Limited,600000,100,60,0.9,0.12,56,134,130,132,79.2
26,International Leas & Finance Co. Ltd,1200000,100,120,5.57,0.75,75,136,134,136,163.2
27,Shree Investment & Finance Co. Ltd,480000,100,48,1.69,0.35,18,210,201,205,98.4
28,Central Finance Co. Ltd.,240000,100,24,14.5,2.46,105,190,166,190,45.6
29,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,0.32,0.03,17,110,105,110,110
30,Premier Finance Co. Ltd,200000,100,20,0.19,0.02,6,125,110,125,25
31,Nawa Durga Finance Ltd.,200000,100,20,0.05,0.01,5,118,118,118,23.6
32,Butwal Finance Ltd,500000,100,50,2.43,0.3,9,124,123,124,62
33,Standard Finance Limited,600000,100,60,19.62,1.98,239,105,97,105,63
34,Om Finance Limited,200000,100,20,0.03,0.01,1,219,219,219,43.8
35,Cosmic Merchant & Finance Ltd.,600000,100,60,0.02,0,2,124,122,122,73.2
36,KIST Merchant Bank.&Finance,500000,100,50,1.2,0.18,19,153,153,153,76.5
37,World Merchant Banking & Finance,600000,100,60,4.27,0.49,100,125,110,119,71.4
38,Birgunj Finance Ltd.,600000,100,60,22.91,3.37,296,148,140,148,88.8
39,Capital Mer. Banking & Fin. Ltd,700000,100,70,46.15,4.85,150,110,102,102,71.4
40,Everest Finance Ltd.,200000,100,20,10.11,1.06,1009,105,104,105,21
41,Prudencial Bittya Sanstha Ltd.,500000,100,50,0.05,0.01,1,125,125,125,62.5
,,21440578,,2033.37,161.05,21.62,2538,,,,3843.36
,,,,,,,,,,,
,Insurance,,,,,,,,,,
,Name of the Companies,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd.,1026984,100,102.7,0.22,0.09,3,430,430,430,441.6
2,Rastriya Beema sasthan,828999,100,82.9,0.12,0.21,4,1750,1700,1750,1450.75
3,National Life & Gen. Insurance,300000,100,30,0.23,0.15,6,660,600,650,195
4,Himalayan Ge. Insurance Co.,300000,100,30,0.13,0.02,7,171,171,171,51.3
5,United Insurance Co. Ltd,600000,100,60,0.1,0.02,1,160,160,160,96
6,Everest Insurance Co.Ltd.,600000,100,60,0.6,0.18,17,301,292,300,180
7,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.17,0.03,16,201,200,201,60.3
8,Neco Insurance Com. Ltd.,550000,100,55,0.83,0.08,16,105,101,101,55.55
9,Alliance Insurance Co. Ltd.,500000,100,50,1.1,0.12,2,105,100,105,52.5
10,Sagarmatha Insurance Company Ltd,561000,100,56.1,3.23,0.58,46,190,175,190,106.59
11,NB Insurance Com. Limited,1000000,100,100,0.25,0.02,4,100,95,95,95
12,Nepal Life Insurance Co. Ltd,2500000,100,250,8.14,2.67,97,333,320,331,827.5
13,Life Insurance Corp. Nepal Ltd,2500000,100,250,2.74,0.65,107,245,234,241,602.5
,,11566983,,1156.7,17.86,4.82,326,,,,4214.59
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Gorakhali Rubber Udyog Ltd.,3833400,75,287.51,18.78,0.78,13,44,41,41,157.17
2,Bottlers Nepal ( Terai ),3833400,100,383.34,4.51,1.8,12,400,400,400,1533.36
3,Unilever Nepal Ltd.,920700,100,92.07,1.3,2.75,16,2240,1900,2240,2062.37
,,8587500,,762.92,24.59,5.33,41,,,,3752.9
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Soaltee Hotel Ltd.,8697187,10,86.97,1.51,0.09,2,60,58,60,521.83
2,Oriental Hotels Limited,5000000,100,500,1.62,0.08,11,48,47,47,235
,,13697187,,586.97,3.13,0.17,13,,,,756.83
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Salt Trading Corporation,247777,100,24.78,1.06,0.33,3,315,315,315,78.05
2,Bishal Bazar Co. Ltd.,273000,100,27.3,0.29,0.67,4,2400,2280,2280,622.44
,,520777,,52.08,1.35,1,7,,,,700.49
,,,,,,,,,,,
,Development Bank,,,,,,,,,,
,,Outstanding,Paid up,Total Paid,Share,Traded,No.of tr-,High,Low,Closing,Market
,Name of the Companies,Equity,Value,up value,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,0.62,0.05,36,94,86,94,150.4
2,Development Credit Bank Ltd,2400000,100,240,53.45,20.3,158,400,320,369,885.6
3,Nirdhan Utthan Bank Ltd,250000,100,25,0.41,0.04,15,100,100,100,25
4,Paschimanchal Dev. Bank Ltd.,200000,100,20,0.21,0.02,11,103,103,103,20.6
,,4450000,,445,54.69,20.41,220,,,,1081.6
,,,,,,,,,,,
        Other,,,,,,,,,,,
,,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,Name of the Companies,Equity,Value,up value, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,National Hydro Power co. Ltd.,6606630,100,660.66,0.16,0.01,3,90,90,90,594.6
2,NCM Mutual Fund,1000000,10,10,1,0.01,6,11,10,10,10
3,Butawal Power Co. Ltd.,8390577,100,839.06,2.62,1.24,13,500,470,470,3943.57
,,15997207,,1509.72,3.78,1.26,22,,,,4548.17
,,,,,,,,,,,
MAGH 2062,,,,,,,,,,,
(15 JAN 2006 TO 15 FEB 2006),,,,,,,,,,,
,Commercial Bank,,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the Companies,Outstanding,Paid up,Total Paid,Share,Traded,No.of tran-,High,Low,Closing,Market
,,Equity,Value,,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,6.35,11.36,65,1832,1740,1832,8995.03
2,Nepal Investment Bank Ltd.,5905860,100,590.59,24.14,20.43,152,930,765,930,5492.45
3,Standard Chartered Bank Nepal,3746404,100,374.64,6.99,19.07,61,2902,2680,2902,10872.06
4,Himalayan Bank Limited,6435000,100,643.5,3.75,3.53,74,972,928,972,6254.82
5,Nepal SBI Bank Limited,6478032,100,647.8,12.14,4.89,125,407,395,402,2604.17
6,Nepal Bangladesh Bank Limited,7166260,100,716.63,21.35,4.53,150,225,197,198,1418.92
7,Everest Bank Limited,3780000,100,378,8.41,7.5,102,930,875,930,3515.4
8,Bank of Kathmandu Limited,4635809,100,463.58,45.5,25.86,185,616,545,616,2855.66
9,Nepal Ind. & Commercial Bank Ltd.,5000000,100,500,14.51,5.67,86,401,380,401,2005
10,Macha Puchchhre Bank Ltd,5500000,100,550,20.2,6.83,103,345,318,343,1886.5
11,Laxmi Bank Limited,6100000,100,610,89.7,29.31,140,355,315,351,2141.1
12,Kumari Bank Limited,5000000,100,500,21.02,7.1,130,344,331,344,1720
13,Lumbini Bank Limited,5000000,100,500,160.8,27.29,571,179,165,173,865
14,NCC Bank Limited,7000000,100,700,33.72,3.71,109,113,103,105,735
15,Everest Bank Limited (Pre),420000,100,42,0.4,0.04,4,100,100,100,42
,,77077315,,7707.73,468.98,177.12,2057,,,,51403.11
,,,,,,,,,,,
,Finance,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share, Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,0.67,0.09,10,140,140,140,28
2,NIDC Capital Markets,600000,100,60,3.02,0.55,6,184,182,182,109.2
3,National Finance Co. Ltd.,864000,100,86.4,2.06,0.52,14,260,250,251,216.86
4,Kathmandu Finance Ltd,330000,100,33,3.09,0.44,4,141,135,141,46.53
5,Peoples Finance Ltd,400000,100,40,0.19,0.02,14,112,107,107,42.8
6,Union Finance Ltd,725153,100,72.52,0.99,0.11,25,114,110,110,79.77
7,Citizen Investment Trust,400000,100,40,0.15,0.03,6,220,205,205,82
8,Nepal Aawas Bikas Beeta Co. Ltd.,363675,100,36.37,1.1,0.2,16,180,178,180,65.46
9,Narayani Finance Ltd,354930,100,35.49,0.28,0.06,6,225,222,225,79.86
10,Ace Finance Co. Ltd,900000,100,90,1.94,0.64,10,355,325,341,306.9
11,Gorkha Finance Co. Ltd,250000,100,25,0.6,0.06,31,106,101,106,26.5
12,Universal Finance Ltd,375000,100,37.5,0.15,0.03,14,178,170,178,66.75
13,General Fiance Ltd,200000,100,20,0.05,0.01,1,145,145,145,29
14,Mahalaxmi Finance Ltd,495320,100,49.53,0.1,0.03,1,280,280,280,138.69
15,Lalitpur Finance Co. Ltd,225000,100,22.5,0.14,0.03,4,250,250,250,56.25
16,Goodwill Finance Co. Ltd,337500,95,32.06,1.99,0.37,3,185,185,185,62.44
17,Pokhara Finance Ltd,400000,100,40,0.04,0.01,1,325,325,325,130
18,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,1.21,0.14,31,118,106,118,70.8
19,Nepal Merchant Bank & Fin. Ltd.,2000000,50,100,2.8,0.66,67,238,232,238,476
20,Siddhartha Finance Ltd,200000,100,20,3.75,0.56,26,152,145,150,30
21,Alpic Everest Finance Ltd,400000,100,40,1.32,0.21,34,160,155,160,64
22,Nepal Bangladesh Fin. Leasing Co.,500480,100,50.05,0.71,0.08,33,110,110,110,55.05
23,United Finance Limited,600000,100,60,0.76,0.1,30,132,130,130,78
24,International Leas & Finance Co. Ltd,1200000,100,120,3.57,0.48,47,135,133,135,162
25,Shree Investment & Finance Co. Ltd,480000,100,48,3.52,0.73,10,210,200,210,100.8
26,Central Finance Co. Ltd.,240000,100,24,0.76,0.12,60,162,153,162,38.88
27,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,1.77,0.19,37,114,105,107,107
28,Nawa Durga Finance Ltd.,200000,100,20,0.04,0,1,118,118,118,23.6
29,Butwal Finance Ltd,500000,100,50,1.03,0.13,14,134,124,124,62
30,Janaki Finance Co. Ltd,200000,100,20,0.09,0.02,3,190,190,190,38
31,Standard Finance Limited,600000,100,60,10.6,1,82,96,94,96,57.6
32,Om Finance Limited,200000,100,20,0.04,0.01,1,219,219,219,43.8
33,Cosmic Merchant & Finance Ltd.,600000,100,60,0.54,0.07,9,130,130,130,78
34,Fewa Finance Com. Limited,200000,100,20,0.02,0,2,200,200,200,40
35,KIST Merchant Bank.&Finance,500000,100,50,3.23,0.49,12,153,149,153,76.5
36,World Merchant Banking & Finance,600000,100,60,2.28,0.25,134,111,105,110,66
37,Birgunj Finance Ltd.,600000,100,60,0.72,0.1,56,145,140,145,87
38,Capital Mer. Banking & Fin. Ltd,700000,100,70,40.42,4.53,775,115,110,110,77
39,Everest Finance Ltd.,200000,100,20,2.34,0.25,84,114,101,101,20.2
,,19741058,,1863.42,98.08,13.32,1714,,,,3419.24
,,,,,,,,,,,
,Insurance,,,,,,,,,,
,Name of the Companies,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd.,1026984,100,102.7,0.15,0.06,5,430,430,430,441.6
2,Rastriya Beema sasthan,828999,100,82.9,0.06,0.09,2,1700,1700,1700,1409.3
3,National Life & Gen. Insurance,300000,100,30,8,4.62,3,578,578,578,173.4
4,Himalayan Ge. Insurance Co.,300000,100,30,0.18,0.03,2,171,171,171,51.3
5,United Insurance Co. Ltd,600000,100,60,12.58,2.01,6,160,158,160,96
6,Everest Insurance Co.Ltd.,600000,100,60,0.17,0.05,10,292,291,292,175.2
7,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.07,0.01,7,201,200,201,60.3
8,Alliance Insurance Co. Ltd.,500000,100,50,0.01,0,1,105,105,105,52.5
9,Sagarmatha Insurance Company Ltd,561000,100,56.1,0.23,0.04,10,175,171,175,98.18
10,NB Insurance Com. Limited,1000000,100,100,0.43,0.04,2,105,100,100,100
11,Nepal Life Insurance Co. Ltd,2500000,100,250,2.73,0.87,50,320,315,320,800
12,Life Insurance Corp. Nepal Ltd,2500000,100,250,0.62,0.14,38,234,232,233,582.5
,,11016983,,1101.7,25.23,7.96,136,,,,4040.28
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Gorakhali Rubber Udyog Ltd.,3833400,75,287.51,3.35,0.15,14,46,44,44,168.67
2,Arun Vanaspati Udyog Ltd.,550343,100,55.03,0.02,0,1,58,58,58,31.92
3,Harisiddhi Bricks & Title Fact. Ltd.,18650000,10,186.5,0.53,0,1,1.6,1.6,1.6,29.84
4,Unilever Nepal Ltd.,920700,100,92.07,0.08,0.15,2,1900,1890,1900,1749.33
,,23954443,,621.11,3.98,0.3,18,,,,1979.76
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Soaltee Hotel Ltd.,8697187,10,86.97,4.13,0.22,4,56,54,56,487.04
2,Taragaon Regency Hotel Ltd.,7449875,100,744.99,0.01,0,1,40,40,40,298
3,Oriental Hotels Limited,5000000,100,500,0.01,0,1,48,48,48,240
4,Taragaon Regency Hotel Ltd. (Pre),800000,100,80,0.03,0,3,40,40,40,32
,,21947062,,1411.96,4.18,0.22,9,,,,1057.04
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bishal Bazar Co. Ltd.,273000,100,27.3,0.87,2.05,4,2400,2300,2400,655.2
,,273000,,27.3,0.87,2.05,4,,,,655.2
,,,,,,,,,,,
,Development Bank,,,,,,,,,,
,,Outstanding,Paid up,Total Paid,Share,Traded,No.of tr-,High,Low,Closing,Market
,Name of the Companies,Equity,Value,up value,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,0.88,0.07,47,89,81,87,139.2
2,Development Credit Bank Ltd,2400000,100,240,63.49,18.79,86,312,275,312,748.8
3,Nirdhan Utthan Bank Ltd,250000,100,25,0.06,0.01,1,100,100,100,25
4,Paschimanchal Dev. Bank Ltd.,200000,100,20,2.27,0.23,51,105,103,103,20.6
,,4450000,,445,66.7,19.1,185,,,,933.6
,,,,,,,,,,,
        Other,,,,,,,,,,,
,,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,Name of the Companies,Equity,Value,up value, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,National Hydro Power co. Ltd.,6606630,100,660.66,0.46,0.04,3,90,90,90,594.6
2,NCM Mutual Fund,1000000,10,10,0.1,0,1,11,11,11,11
3,Butawal Power Co. Ltd.,8390577,100,839.06,4.73,2.26,10,483,475,483,4052.65
,,15997207,,1509.72,5.29,2.3,14,,,,4658.25
,,,,,,,,,,,
Poush 2062,,,,,,,,,,,
(16 Dec 2005 to 16 Jan 2006),,,,,,,,,,,
,Commercial Bank,,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the Companies,Outstanding,Paid up,Total Paid,Share,Traded,No.of tran-,High,Low,Closing,Market
,,Equity,Value,,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,5.73,9.99,87,1800,1670,1742,8553.13
2,Nepal Investment Bank Ltd.,5905860,100,590.59,11.26,8.98,86,815,770,800,4724.69
3,Standard Chartered Bank Nepal,3746404,100,374.64,8.59,23.12,134,2745,2550,2685,10059.09
4,Himalayan Bank Limited,6435000,100,643.5,4.78,4.89,121,1135,900,940,6048.9
5,Nepal SBI Bank Limited,6478032,100,647.8,48.83,19.28,261,406,365,406,2630.08
6,Nepal Bangladesh Bank Limited,7166260,100,716.63,31.16,6.9,196,237,210,224,1605.24
7,Everest Bank Limited,3780000,100,378,4.74,4.18,91,895,875,885,3345.3
8,Bank of Kathmandu Limited,4635809,100,463.58,76.57,41.49,328,562,492,546,2531.15
9,Nepal Ind. & Commercial Bank Ltd.,5000000,100,500,10.93,4.24,85,403,380,390,1950
10,Macha Puchchhre Bank Ltd,5500000,100,550,32.09,10.51,169,337,310,320,1760
11,Laxmi Bank Limited,6100000,100,610,7.12,2.37,98,342,328,328,2000.8
12,Kumari Bank Limited,5000000,100,500,3.65,1.22,43,345,330,337,1685
13,Lumbini Bank Limited,5000000,100,500,31.17,5.19,477,176,160,171,855
14,NCC Bank Limited,7000000,100,700,12.32,1.37,95,114,110,112,784
,,76657315,,7665.73,288.94,143.73,2271,,,,48532.39
,,,,,,,,,,,
,Finance,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share, Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,0.12,0.02,2,143,140,140,28
2,NIDC Capital Markets,600000,100,60,4.77,0.89,41,190,181,181,108.6
3,National Finance Co. Ltd.,864000,100,86.4,0.88,0.23,6,265,260,260,224.64
4,Nepal Share Markets & Fin. Ltd.,1200000,100,120,0.02,0,1,145,145,145,174
5,Annunapurna Finance Limited,500000,100,50,0.67,0.38,6,627,537,627,313.5
6,Kathmandu Finance Ltd,330000,100,33,0.02,0,1,135,135,135,44.55
7,Union Finance Ltd,725153,100,72.52,1.34,0.15,30,114,114,114,82.67
8,Citizen Investment Trust,400000,100,40,0.04,0.01,4,216,210,210,84
9,Nepal Aawas Bikas Beeta Co. Ltd.,363675,100,36.37,0.43,0.08,14,180,165,180,65.46
10,Narayani Finance Ltd,354930,100,35.49,1.34,0.3,5,245,222,222,78.79
11,Ace Finance Co. Ltd,900000,100,90,9.04,2.81,10,340,309,340,306
12,Gorkha Finance Co. Ltd,250000,100,25,1.24,0.13,23,103,101,101,25.25
13,Universal Finance Ltd,375000,100,37.5,4.51,0.74,11,165,165,165,61.88
14,Nepal Housing & Merchant Fin. Ltd,495000,100,49.5,1.17,0.28,7,250,210,240,118.8
15,General Fiance Ltd,200000,100,20,0.04,0.01,4,140,140,140,28
16,Lalitpur Finance Co. Ltd,225000,100,22.5,1.41,0.42,24,301,262,300,67.5
17,Goodwill Finance Co. Ltd,337500,95,32.06,10.05,1.86,2,185,185,185,62.44
18,Paschimanchal Finance Co. Ltd.,440000,100,44,0.21,0.05,3,250,250,250,110
19,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,1.25,0.14,19,115,109,114,68.4
20,Nepal Merchant Bank & Fin. Ltd.,2000000,50,100,0.7,0.16,32,235,230,232,464
21,Siddhartha Finance Ltd,200000,100,20,3.96,0.6,32,172,145,145,29
22,Alpic Everest Finance Ltd,400000,100,40,0.52,0.08,10,155,148,155,62
23,Nepal Bangladesh Fin. Leasing Co.,500480,100,50.05,0.48,0.05,20,110,103,110,55.05
24,United Finance Limited,600000,100,60,1.12,0.15,68,131,130,130,78
25,International Leas & Finance Co. Ltd,1200000,100,120,0.46,0.06,12,133,125,133,159.6
26,Shree Investment & Finance Co. Ltd,480000,100,48,0.82,0.17,12,205,203,205,98.4
27,Central Finance Co. Ltd.,240000,100,24,0.19,0.03,12,150,150,150,36
28,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,4.95,0.54,164,116,99,114,114
29,Premier Finance Co. Ltd,200000,100,20,2.09,0.32,74,154,108,108,21.6
30,Nawa Durga Finance Ltd.,200000,100,20,0.31,0.04,22,119,119,119,23.8
31,Butwal Finance Ltd,500000,100,50,10.6,1.27,153,131,108,130,65
32,Janaki Finance Co. Ltd,200000,100,20,0.04,0.01,4,190,190,190,38
33,Cosmic Merchant & Finance Ltd.,600000,100,60,50.08,6.37,2786,144,125,127,76.2
34,KIST Merchant Bank.&Finance,500000,100,50,2.06,0.3,6,147,142,142,71
35,World Merchant Banking & Finance,600000,100,60,34.78,3.74,1199,111,104,109,65.4
36,Birgunj Finance Ltd.,600000,100,60,32.02,4.68,1250,150,134,142,85.2
37,Capital Mer. Banking & Fin. Ltd,700000,100,70,2.68,0.31,61,115,112,115,80.5
38,Everest Finance Ltd.,200000,100,20,27.39,3.23,1656,127,113,113,22.6
,,20280738,,1917.39,213.8,30.61,7786,,,,3697.83
,,,,,,,,,,,
,Insurance,,,,,,,,,,
,Name of the Companies,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Rastriya Beema sasthan,828999,100,82.9,0.06,0.09,4,1660,1660,1660,1376.14
2,National Life & Gen. Insurance,300000,100,30,0.1,0.05,6,561,534,561,168.3
3,Himalayan Ge. Insurance Co.,300000,100,30,0.51,0.09,1,180,180,180,54
4,United Insurance Co. Ltd,600000,100,60,6.71,1.08,8,165,158,160,96
5,Everest Insurance Co.Ltd.,600000,100,60,0.7,0.2,9,291,290,290,174
6,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.53,0.11,13,214,200,200,60
7,Sagarmatha Insurance Company Ltd,561000,100,56.1,0.39,0.07,23,172,170,172,96.49
8,NB Insurance Com. Limited,1000000,100,100,0.12,0.01,2,110,110,110,110
9,Nepal Life Insurance Co. Ltd,2500000,100,250,3.23,1.01,55,315,308,315,787.5
10,Life Insurance Corp. Nepal Ltd,2500000,100,250,5.97,1.37,77,233,225,232,580
11,Prudential Insurance Co. Ltd.,1000000,100,100,0.1,0.02,5,160,160,160,160
,,10489999,,1049,18.42,4.1,203,,,,3662.43
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bottlers Nepal ( Terai ),3833400,100,383.34,0.04,0.02,4,413,413,413,1583.19
2,Birat Shoes Com. Ltd.,165000,100,16.5,1.92,0.1,1,50,50,50,8.25
3,Unilever Nepal Ltd.,920700,100,92.07,1.33,2.53,14,1900,1890,1900,1749.33
,,4919100,,491.91,3.29,2.65,19,,,,3340.77
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Yak & Yeti Hotel Ltd.,2209208,100,220.92,0.02,0.01,1,600,600,600,1325.52
2,Soaltee Hotel Ltd.,8697187,10,86.97,18.32,0.95,3,52,52,52,452.25
3,Oriental Hotels Limited,5000000,100,500,3.32,0.16,34,48,48,48,240
4,Taragaon Regency Hotel Ltd. (Pre),800000,100,80,0.19,0.01,5,40,40,40,32
,,16706395,,887.89,21.85,1.13,43,,,,2049.78
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bishal Bazar Co. Ltd.,273000,100,27.3,0.29,0.65,5,2301,2250,2301,628.17
2,Nepal welfare Company Ltd.,41000,50,2.05,0.02,0,1,95,95,95,3.9
,,314000,,29.35,0.31,0.65,6,,,,632.07
,,,,,,,,,,,
,Development Bank,,,,,,,,,,
,,Outstanding,Paid up,Total Paid,Share,Traded,No.of tr-,High,Low,Closing,Market
,Name of the Companies,Equity,Value,up value,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
