Nepal Stock Exchange Limited,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name of the company,Equity,Value,Paid up,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,0.02,0,1,105,105,105,168
2,Development Credit Bank Ltd,2400000,100,240,8.5,3.94,72,571,435,571,1370.4
3,Nirdhan Utthan Bank Ltd,274317,100,27.43,0.25,0.03,2,102,102,102,27.98
4,Gandaki Dev. Financial Ins.,500000,100,50,0.04,0,1,110,110,110,55
5,Business Dev. Financial Inst. Ltd.,300000,100,30,24.22,4.97,1381,230,200,204,61.2
6,Siddhartha Development Bank Ltd.,500000,100,50,0.1,0.01,2,135,135,135,67.5
,,5574317,,557.43,33.13,8.95,1459,,,,1750.08
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Company-wise Monthly Transactions,,,,,,,,,,,
Marga 2063,,,,,,,,,,,
(16 Nov 2006 to 16 Dec 2006),,,,,,,,,,,
,Commercial Bank,,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the company,Outstanding,Paid up,Total,Share ,Traded ,No.of tran-,High,Low,Closing,Market
,,Equity,Value,Paid up,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,23.25,70.4,242,3400,2700,3350,16448.33
2,Nepal Investment Bank Ltd.,5905860,100,590.59,31.93,39.63,194,1305,1120,1280,7559.5
3,Standard Chartered Bank Nepal ,3746404,100,374.64,6.92,31.14,94,4650,4300,4650,17420.78
4,Himalayan Bank Limited,7722000,100,772.2,20.6,27.47,152,1415,1260,1300,10038.6
5,Nepal SBI Bank Limited,6478032,100,647.8,108.7,84.45,301,835,640,796,5156.51
6,Nepal Bangladesh Bank Limited,7199260,100,719.93,184.3,52.89,438,334,245,289,2080.59
7,Everest Bank Limited,3780000,100,378,37.48,64.42,329,1950,1510,1945,7352.1
8,Bank of Kathmandu Limited,4635809,100,463.58,86.44,100.65,521,1280,1000,1113,5159.66
9,Nepal Ind. & Commercial Bank Ltd.,6000000,100,600,35.01,20.42,204,670,470,665,3990
10,Machhapuchchhre Bank Ltd,7150000,100,715,101.5,46.99,344,533,405,485,3467.75
11,Laxmi Bank Limited,6100000,100,610,21.84,10.44,106,560,432,560,3416
12,Kumari Bank Limited,6250000,100,625,115.5,76.18,381,725,590,720,4500
13,Lumbini Bank Limited,5000000,100,500,152,44.82,254,340,228,328,1640
14,NCC Bank Limited,7000000,100,700,165.2,25.08,464,189,118,166,1162
15,Siddhartha Bank Ltd.,5000000,100,500,97.98,54.27,1088,665,475,650,3250
16,Everest Bank Limited (Pre),420000,100,42,0.1,0.01,1,101,101,101,42.42
,,87297315,,8729.73,1188.75,749.26,5113,,,,92684.24
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded ,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Jyoti Spinning Mills Ltd. (Ord),1270288,100,127.03,0.02,0,1,26,26,26,33.03
2,Unilever Nepal Ltd.,920700,100,92.07,0.25,0.69,7,2800,2755,2800,2577.96
,,2190988,,219.1,0.27,0.69,8,,,,2610.99
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Soaltee Hotel Ltd.,8697187,10,86.97,0.84,0.05,3,66,63,66,574.01
2,Taragaon Regency Hotel Ltd.,7449875,100,744.99,0.01,0,1,41,41,41,305.44
3,Oriental Hotels Limited,5000000,100,500,0.58,0.02,1,40,40,40,200
,,21147062,,1331.96,1.43,0.07,5,,,,1079.46
,,,,,,,,,,,
,Other,,,,,,,,,,
,,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,Name of the company,Equity,Value,Paid up, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,NCM Mutual Fund,1000000,10,10,6.3,0.07,4,11,10,10,10
2,Butawal Power Co. Ltd.,8390577,100,839.06,0.8,0.53,6,735,638,735,6167.07
3,Chilime Hydro Power Co. Ltd.,7296000,100,729.6,148.5,104.11,279,820,584,820,5982.72
,,16686577,,1578.66,155.6,104.71,289,,,,12159.79
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bishal Bazar Co. Ltd.,273000,100,27.3,0.02,0.04,1,2430,2430,2430,663.39
,,273000,,27.3,0.02,0.04,1,,,,663.39
,Insurance,,,,,,,,,,
,Name of the company,Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd. ,1026984,100,102.7,0.02,0.01,1,380,380,380,390.25
2,Rastriya Beema sasthan,828999,100,82.9,0.04,0.07,2,1900,1900,1900,1575.1
3,National Life & Gen. Insurance,300000,100,30,0.61,0.42,15,700,625,700,210
4,Himalayan Ge. Insurance Co.,300000,100,30,0.09,0.02,3,235,235,235,70.5
5,United Insurance Co. Ltd,600000,100,60,0.07,0.01,5,125,125,125,75
6,Everest Insurance Co.Ltd.,900000,100,90,35.98,10.11,3,281,281,281,252.9
7,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.09,0.02,9,201,201,201,60.3
8,Neco Insurance Com. Ltd.,550000,100,55,1.45,0.12,21,86,86,86,47.3
9,Alliance Insurance Co. Ltd.,500000,100,50,0.11,0.01,1,101,101,101,50.5
10,Sagarmatha Insurance Company Ltd,561000,100,56.1,0.34,0.07,13,200,200,200,112.2
11,NB Insurance Com. Limited,1000000,100,100,0.61,0.05,9,76,74,74,74
12,Nepal Life Insurance Co. Ltd,2500000,100,250,8.71,4.58,47,550,478,548,1370
13,Life Insurance Corp. Nepal Ltd,2500000,100,250,0.87,0.37,48,450,410,450,1125
14,Prudential Insurance Co. Ltd.,1000000,100,100,5.54,0.67,112,128,118,120,120
,,12866983,,1286.7,54.53,16.53,289,,,,5533.05
,,,,,,,,,,,
,Finance,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share , Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,0.29,0.07,6,225,220,225,45
2,NIDC Capital Markets,600000,100,60,3.72,1.02,13,293,262,277,166.2
3,National Finance Co. Ltd.,950400,100,95.04,0.33,0.1,5,300,300,300,285.12
4,Nepal Share Markets & Fin. Ltd.,1600000,100,160,33.33,5.27,3,165,152,165,264
5,Annunapurna Finance Limited,800000,100,80,46.53,23.31,33,501,501,501,400.8
6,Kathmandu Finance Ltd,330000,100,33,0.2,0.03,2,165,165,165,54.45
7,Union Finance Ltd,725153,100,72.52,7.96,1,16,133,125,133,96.45
8,Nepal Aawas Bikas Beeta Co. Ltd.,580242,100,58.02,0.03,0.01,2,212,212,212,123.01
9,Ace Finance Co. Ltd,900000,100,90,0.23,0.09,6,420,400,420,378
10,Gorkha Finance Co. Ltd,250000,100,25,0.66,0.07,9,115,110,110,27.5
11,Universal Finance Ltd,375000,100,37.5,0.05,0.01,4,195,190,190,71.25
12,Nepal Housing & Merchant Fin. Ltd,544500,100,54.45,0.2,0.05,1,230,230,230,125.24
13,General Fiance Ltd,220000,100,22,0.02,0,1,145,145,145,31.9
14,Mahalaxmi Finance Ltd,495320,100,49.53,3.09,0.78,8,252,250,250,123.83
15,Goodwill Finance Co. Ltd,500000,100,50,0.2,0.03,1,163,163,163,81.5
16,Paschimanchal Finance Co. Ltd.,506000,100,50.6,0.15,0.04,7,245,245,245,123.97
17,Pokhara Finance Ltd,400000,100,40,1.8,0.72,6,400,400,400,160
18,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,0.45,0.06,11,135,135,135,81
19,Nepal Merchant Bank & Fin. Ltd.,2000000,65,130,3.01,0.9,63,316,277,316,632
20,Siddhartha Finance Ltd,520000,100,52,0.26,0.04,4,157,150,157,81.64
21,Alpic Everest Finance Ltd,400000,100,40,0.01,0,1,150,150,150,60
22,Nepal Bangladesh Fin. Leasing Co.,500480,100,50.05,0.33,0.04,5,110,110,110,55.05
23,United Finance Limited,600000,100,60,0.12,0.02,6,161,161,161,96.6
24,International Leas & Finance Co. Ltd,1200000,100,120,3.91,0.55,157,140,140,140,168
25,Shree Investment & Finance Co. Ltd,480000,100,48,1.5,0.3,3,200,195,200,96
26,Central Finance Co. Ltd.,360000,100,36,0.04,0.01,2,200,200,200,72
27,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,0.73,0.07,42,93,89,93,93
28,Premier Finance Co. Ltd,240000,100,24,0.25,0.03,8,136,130,136,32.64
29,Nawa Durga Finance Ltd.,200000,100,20,0.23,0.03,9,116,115,115,23
30,Butwal Finance Ltd,500000,100,50,0.11,0.01,4,120,115,115,57.5
31,Janaki Finance Co. Ltd,300000,100,30,0.02,0,2,150,150,150,45
32,Standard Finance Limited,600000,100,60,0.38,0.05,12,151,122,151,90.6
33,Cosmic Merchant & Finance Ltd.,750510,100,75.05,0.7,0.08,4,114,114,114,85.56
34,KIST Merchant Bank.&Finance,1000000,100,100,6.4,1.35,12,240,195,240,240
35,World Merchant Banking & Finance,600000,100,60,5.42,0.7,38,136,127,136,81.6
36,Birgunj Finance Ltd.,600000,100,60,0.75,0.13,3,178,170,175,105
37,Everest Finance Ltd.,200000,100,20,0.11,0.01,6,100,100,100,20
38,Prudencial Bittya Sanstha Ltd.,500000,100,50,2.35,0.25,29,105,105,105,52.5
39,Royal Mer. Banking & Finance Ltd.,500000,100,50,3.83,0.42,81,110,110,110,55
40,Guheyshwori Mer. Banking Fin.,500000,100,50,8.85,0.93,45,108,105,105,52.5
41,IME Financial Instituation Ltd.,500000,100,50,72.46,8.01,2994,115,110,115,57.5
42,Bhajuratna Finance & Saving Ltd,500000,100,50,0.17,0.02,2,100,100,100,50
,,25127605,,2433.76,211.18,46.61,3666,,,,5041.9
,,,,,,,,,,,
,Development Bank,,,,,,,,,,
,,Outstanding,Paid up,Total,Share ,Traded ,No.of tr-,High,Low,Closing,Market
,Name of the company,Equity,Value,Paid up,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,6.05,0.66,170,133,100,133,212.8
2,Development Credit Bank Ltd,2400000,100,240,20.42,15.59,258,815,571,750,1800
3,Chhimek Development Bank Ltd.,100000,100,10,0.09,0.01,1,105,105,105,10.5
4,Deprosc Dev. Bank Ltd.,116000,100,11.6,0.1,0.01,1,110,110,110,12.76
5,Gandaki Dev. Financial Ins.,500000,100,50,4.61,0.52,154,115,110,115,57.5
6,Business Dev. Financial Inst. Ltd.,300000,100,30,43.64,9.76,2675,230,204,230,69
7,Siddhartha Development Bank Ltd.,500000,100,50,0.13,0.02,4,145,140,145,72.5
,,5516000,,551.6,75.04,26.57,3263,,,,2235.06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Company-wise Monthly Transactions,,,,,,,,,,,
Poush 2063,,,,,,,,,,,
(15 Dec 2006 to 15 Jan 2007),,,,,,,,,,,
,Commercial Bank,,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the company,Outstanding,Paid up,Total,Share ,Traded ,No.of tran-,High,Low,Closing,Market
,,Equity,Value,Paid up,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,18,60.26,186,3410,3250,3400,16693.83
2,Nepal Investment Bank Ltd.,5905860,100,590.59,25.28,31.95,175,1320,1150,1270,7500.44
3,Standard Chartered Bank Nepal ,3746404,100,374.64,3.39,15.71,58,4700,4500,4600,17233.46
4,Himalayan Bank Limited,7722000,100,772.2,7.52,9.69,74,1310,1210,1210,9343.62
5,Nepal SBI Bank Limited,6478032,100,647.8,52.63,41.65,225,815,725,810,5247.21
6,Nepal Bangladesh Bank Limited,7199260,100,719.93,105.2,34.46,394,396,295,396,2850.91
7,Everest Bank Limited,3780000,100,378,33.34,64.46,317,2020,1845,1900,7182
8,Bank of Kathmandu Limited,4635809,100,463.58,55.8,61.64,325,1165,1031,1100,5099.39
9,Nepal Ind. & Commercial Bank Ltd.,6000000,100,600,65.94,43.06,252,665,611,651,3906
10,Machhapuchchhre Bank Ltd,7150000,100,715,64.58,31.54,260,500,450,496,3546.4
11,Laxmi Bank Limited,6100000,100,610,25.26,14.48,125,658,540,658,4013.8
12,Kumari Bank Limited,6250000,100,625,137.6,104,434,865,710,825,5156.25
13,Lumbini Bank Limited,5000000,100,500,173,60.72,340,395,325,380,1900
14,NCC Bank Limited,7000000,100,700,126.7,26.52,482,312,174,312,2184
15,Siddhartha Bank Ltd.,5000000,100,500,86.59,56.02,723,680,615,665,3325
,,86877315,,8687.73,980.83,656.16,4370,,,,95182.3
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded ,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Harisiddhi Bricks & Title Fact. Ltd.,18650000,10,186.5,0.6,0,2,1.6,1.6,1.6,29.84
2,Unilever Nepal Ltd.,920700,100,92.07,0.1,0.29,3,2900,2800,2900,2670.03
,,19570700,,278.57,0.7,0.29,5,,,,2699.87
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Soaltee Hotel Ltd.,8697187,10,86.97,0.28,0.02,2,69,69,69,600.11
2,Taragaon Regency Hotel Ltd.,7449875,100,744.99,0.05,0,5,41,41,41,305.44
3,Oriental Hotels Limited,5000000,100,500,2.61,0.11,32,44,40,40,200
,,21147062,,1331.96,2.94,0.13,39,,,,1105.55
,,,,,,,,,,,
,Other,,,,,,,,,,
,,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,Name of the company,Equity,Value,Paid up, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,"Nepal Film Dev. Co, Ltd.",446623,100,44.66,7.23,0.27,6,38,38,38,16.97
2,National Hydro Power co. Ltd.,6606630,100,660.66,0.61,0.05,5,90,86,90,594.6
3,NCM Mutual Fund,1000000,10,10,4.6,0.05,15,13,11,13,13
4,Butawal Power Co. Ltd.,8390577,100,839.06,1.13,0.93,4,845,770,845,7090.04
5,Chilime Hydro Power Co. Ltd.,7296000,100,729.6,132.4,107.44,276,860,731,800,5836.8
,,23739830,,2283.98,145.97,108.74,306,,,,13551.41
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Salt Trading Corporation,247777,100,24.78,0.1,0.03,1,325,325,325,80.53
2,Bishal Bazar Co. Ltd.,273000,100,27.3,0.12,0.29,2,2430,2400,2400,655.2
,,520777,,52.08,0.22,0.32,3,,,,735.73
,Insurance,,,,,,,,,,
,Name of the company,Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd. ,1026984,100,102.7,0.18,0.07,3,380,380,380,390.25
2,Rastriya Beema sasthan,828999,100,82.9,0.14,0.27,6,1900,1850,1850,1533.65
3,National Life & Gen. Insurance,300000,100,30,0.33,0.23,10,735,700,725,217.5
4,United Insurance Co. Ltd,600000,100,60,0.03,0,2,125,125,125,75
5,Everest Insurance Co.Ltd.,900000,100,90,6.85,1.95,13,295,281,291,261.9
6,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.07,0.01,5,201,200,200,60
7,Neco Insurance Com. Ltd.,550000,100,55,1.62,0.14,5,86,86,86,47.3
8,Alliance Insurance Co. Ltd.,500000,100,50,0.79,0.08,2,106,106,106,53
9,Sagarmatha Insurance Company Ltd,561000,100,56.1,0.65,0.13,43,202,200,201,112.76
10,NB Insurance Com. Limited,1000000,100,100,0.86,0.06,6,75,74,75,75
11,Nepal Life Insurance Co. Ltd,2500000,100,250,12.37,8.99,150,975,575,975,2437.5
12,Life Insurance Corp. Nepal Ltd,2500000,100,250,2.82,1.52,51,630,450,630,1575
,,11566983,,1156.7,26.71,13.45,296,,,,6838.86
,,,,,,,,,,,
,Finance,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share , Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,0.2,0.04,4,225,225,225,45
2,NIDC Capital Markets,600000,100,60,8.93,2.32,18,265,250,265,159
3,National Finance Co. Ltd.,950400,100,95.04,0.16,0.05,1,300,300,300,285.12
4,Nepal Share Markets & Fin. Ltd.,1600000,100,160,0.08,0.01,3,165,165,165,264
5,Annunapurna Finance Limited,800000,100,80,0.18,0.09,12,501,501,501,400.8
6,Kathmandu Finance Ltd,330000,100,33,1,0.17,10,175,173,175,57.75
7,Peoples Finance Ltd,400000,100,40,0.18,0.02,5,135,130,130,52
8,Union Finance Ltd,725153,100,72.52,0.68,0.09,31,135,134,135,97.9
9,Citizen Investment Trust,400000,100,40,0.07,0.02,6,290,290,290,116
10,Ace Finance Co. Ltd,900000,100,90,39.38,16.22,80,525,380,448,403.2
11,Gorkha Finance Co. Ltd,250000,100,25,0.25,0.03,14,110,110,110,27.5
12,Samjhana Finance Co. Ltd,225000,100,22.5,65.3,6.53,7,100,100,100,22.5
13,Nepal Housing & Merchant Fin. Ltd,544500,100,54.45,0.08,0.02,3,257,241,257,139.94
14,General Fiance Ltd,220000,100,22,0.09,0.01,4,152,152,152,33.44
15,Goodwill Finance Co. Ltd,500000,100,50,0.22,0.04,3,163,163,163,81.5
16,Paschimanchal Finance Co. Ltd.,506000,100,50.6,0.18,0.05,1,257,257,257,130.04
17,Pokhara Finance Ltd,400000,100,40,2.77,1.11,10,402,400,402,160.8
18,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,0.78,0.11,14,135,135,135,81
19,Nepal Merchant Bank & Fin. Ltd.,2000000,65,130,15.38,10.7,169,1096,331,1096,2192
20,Siddhartha Finance Ltd,520000,100,52,0.64,0.1,4,157,157,157,81.64
21,Alpic Everest Finance Ltd,400000,100,40,15.51,2.25,12,165,145,165,66
22,Nepal Bangladesh Fin. Leasing Co.,500480,100,50.05,0.86,0.09,17,110,110,110,55.05
23,United Finance Limited,600000,100,60,0.4,0.06,21,178,161,178,106.8
24,International Leas & Finance Co. Ltd,1200000,100,120,2.54,0.36,46,149,140,149,178.8
25,Shree Investment & Finance Co. Ltd,480000,100,48,0.03,0.01,1,200,200,200,96
26,Central Finance Co. Ltd.,360000,100,36,0.36,0.07,8,200,200,200,72
27,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,3.49,0.35,100,115,93,115,115
28,Premier Finance Co. Ltd,240000,100,24,0.24,0.03,3,136,136,136,32.64
29,Nawa Durga Finance Ltd.,200000,100,20,0.06,0.01,3,115,115,115,23
30,Janaki Finance Co. Ltd,300000,100,30,3.25,0.56,5,183,157,183,54.9
31,Standard Finance Limited,600000,100,60,1,0.15,18,150,140,140,84
32,Om Finance Limited,500000,100,50,0.08,0.02,2,200,200,200,100
33,Cosmic Merchant & Finance Ltd.,750510,100,75.05,1.2,0.14,25,114,114,114,85.56
34,KIST Merchant Bank.&Finance,1000000,100,100,82.97,30.26,63,450,252,450,450
35,World Merchant Banking & Finance,600000,100,60,4.08,0.58,162,150,140,150,90
36,Birgunj Finance Ltd.,600000,100,60,0.31,0.05,18,175,175,175,105
37,Capital Mer. Banking & Fin. Ltd,700000,100,70,1.4,0.15,23,105,103,103,72.1
38,Everest Finance Ltd.,200000,100,20,1.13,0.11,53,100,100,100,20
39,Prudencial Bittya Sanstha Ltd.,500000,100,50,6.19,0.66,47,115,105,115,57.5
40,Royal Mer. Banking & Finance Ltd.,500000,100,50,10.16,1.12,144,110,110,110,55
41,Guheyshwori Mer. Banking Fin.,500000,100,50,3.18,0.42,37,135,110,135,67.5
42,IME Financial Instituation Ltd.,500000,100,50,1.46,0.17,37,120,115,116,58
43,Bhajuratna Finance & Saving Ltd,500000,100,50,0.02,0.02,5,100,100,100,50
,,25402043,,2461.2,276.47,75.37,1249,,,,6925.98
,,,,,,,,,,,
,Development Bank,,,,,,,,,,
,,Outstanding,Paid up,Total,Share ,Traded ,No.of tr-,High,Low,Closing,Market
,Name of the company,Equity,Value,Paid up,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,13.33,1.83,269,171,133,171,273.6
2,Development Credit Bank Ltd,2400000,100,240,85.9,75.9,149,970,753,970,2328
3,Gandaki Dev. Financial Ins.,500000,100,50,1.31,0.14,102,110,110,110,55
4,Business Dev. Financial Inst. Ltd.,300000,100,30,1.05,0.24,97,231,230,231,69.3
5,Siddhartha Development Bank Ltd.,500000,100,50,46.22,6.46,1189,143,138,143,71.5
6,Bhrikutte Dev. Bank Ltd.,214000,100,21.4,0.21,0.02,2,100,100,100,21.4
7,Sanima Bikas Bittiya Santha Ltd.,3200000,100,320,313.5,142.62,10224,500,385,461,1475.2
,,8714000,,871.4,461.52,227.21,12032,,,,4294
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Nepal Stock Exchange Limited,,,,,,,,,,,
Company wise Transactions,,,,,,,,,,,
Magh 2063,,,,,,,,,,,
(15 Jan 2007 to 12 Feb 2007),,,,,,,,,,,
,Commercial Bank,,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Share ,Traded ,No.of tran-,High,Low,Closing,Market
,,Equity,Value,,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,9.59,31.96,114,3400,3280,3320,16301.03
2,Nepal Investment Bank Ltd.,8013526,100,801.35,18.94,23.56,126,1290,1185,1245,9976.84
3,Standard Chartered Bank Nepal ,3746404,100,374.64,3.11,14.11,55,4600,4480,4500,16858.82
4,Himalayan Bank Limited,7722000,100,772.2,7.21,8.05,63,1205,1090,1150,8880.3
5,Nepal SBI Bank Limited,6478032,100,647.8,31.46,24.91,163,805,750,805,5214.82
6,Nepal Bangladesh Bank Limited,7199260,100,719.93,78.09,31.32,272,460,329,375,2699.72
7,Everest Bank Limited,3780000,100,378,8.81,15.96,154,1900,1780,1800,6804
8,Bank of Kathmandu Limited,4635809,100,463.58,60.36,65.85,280,1150,1050,1055,4890.78
9,Nepal Ind. & Commercial Bank Ltd.,6000000,100,600,31.91,20.89,222,675,630,651,3906
10,Machhapuchchhre Bank Ltd,7150000,100,715,40.86,19.64,170,511,451,468,3346.2
11,Laxmi Bank Limited,6100000,100,610,5.43,3,39,626,532,550,3355
12,Kumari Bank Limited,6250000,100,625,57.98,45.18,371,829,750,790,4937.5
13,Lumbini Bank Limited,5000000,100,500,68.99,25.82,221,392,340,385,1925
14,NCC Bank Limited,7000000,100,700,110.4,31.51,440,336,230,265,1855
15,Siddhartha Bank Ltd.,5000000,100,500,48.28,31.66,403,677,635,669,3345
,,88984981,,8898.5,581.42,393.42,3093,,,,94296.01
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded ,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Jyoti Spinning Mills Ltd. (Ord),1270288,100,127.03,0.1,0,1,27,27,27,34.3
,,1270288,,127.03,0.1,0,1,,,,34.3
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Soaltee Hotel Ltd.,8697187,10,86.97,5.62,0.42,8,81,72,81,704.47
2,Taragaon Regency Hotel Ltd.,7449875,100,744.99,0.02,0,1,43,43,43,320.34
3,Oriental Hotels Limited,5000000,100,500,1.92,0.09,20,52,44,52,260
,,21147062,,1331.96,7.56,0.51,29,,,,1284.82
,,,,,,,,,,,
,Other,,,,,,,,,,
,,    Outstanding,Paid up,Total Paid,Traded,Traded ,No.of trans,High,Low,Closing,Market
,Name of the company,Equity,Value,up value, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,"Nepal Film Dev. Co, Ltd.",446623,100,44.66,2.08,0.08,4,38,38,38,16.97
2,National Hydro Power co. Ltd.,6606630,100,660.66,4,0.39,46,110,90,110,726.73
3,NCM Mutual Fund,1000000,10,10,7.1,0.1,12,16,13,16,16
4,Butawal Power Co. Ltd.,8390577,100,839.06,3.22,2.49,6,800,750,750,6292.93
5,Chilime Hydro Power Co. Ltd.,7296000,100,729.6,39.06,30.6,94,805,740,805,5873.28
,,23739830,,2283.98,55.46,33.66,162,,,,12925.91
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bishal Bazar Co. Ltd.,273000,100,27.3,0.31,0.74,3,2400,2400,2400,655.2
,,273000,,27.3,0.31,0.74,3,,,,655.2
,Insurance,,,,,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share ,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd. ,1026984,100,102.7,0.11,0.04,1,375,375,375,385.12
2,Rastriya Beema sasthan,828999,100,82.9,0.05,0.09,6,1900,1900,1900,1575.1
3,National Life & Gen. Insurance,300000,100,30,17.05,12.2,7,725,715,725,217.5
4,Himalayan Ge. Insurance Co.,300000,100,30,0.12,0.03,4,235,230,230,69
5,United Insurance Co. Ltd,600000,100,60,0.21,0.03,8,130,125,130,78
6,Everest Insurance Co.Ltd.,900000,100,90,3.52,1.04,13,301,290,301,270.9
