Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
306,Miteri Development Bank Ltd. Promoter Share,,,,,,MDBPO,10000,,100,1,14000,5.31,,1,379,311,379,379,1,0,,
307,Mithila LaghuBitta Bikas Bank Ltd. Promoter Share,,,,,,MLBBLP,282900,,100,28.29,7200,2.89,,19,1260,401,401,401,1,0,,
308,Muktinath Bikas Bank Ltd. Promoter Share,,,,,,MNBBLP,2000000,,100,200,441248,96.56,,25,221,200,221,218.839507,13,0,,
309,Multipurpose Finance Company  Limited Promoter Share,,,,,,MPFLPO,250000,,100,25,5000,1.6,,1,321,202,321,321,1,0,,
310,NABIL Bank Limited Promotor Share,,,,,,NABILP,10571415,,100,1057.14,225000,67.75,,2,301.1,301.1,301.1,301.1,1,0,,
311,Narayani Development Bank Limited Promoter,,,,,,NABBCP,100000,,100,10,52042,16.1,,10,334,217,1052,309.401379,6,0,,
312,National Laghubitta Bittiya Sanstha Limited Promoter,,,,,,NMFBSP,1000000,,100,100,110036,80.98,,35,785,675,675,735.921153,15,0,,
313,National Life Insurance Co. Ltd. Promoter Share,,,,,,NLICLP,200000,,100,20,353064,116.73,,6,343,293.5,343,330.628368,3,0,,
314,Nepal Finance Ltd. Promoter Share,,,,,,NFSPO,1359599,,100,135.96,140963,14.1,,3,163,163,163,100,1,0,,
315,Nepal Infrastructure Bank Limited Promoter,,,,,,NIFRAP,216000000,,100,21600,35000,3.56,,2,111,111,111,101.571428,1,0,,
316,Nepal Insurance Co. Ltd Promoter Share,,,,,,NICLPO,2872093,,100,287.21,21133,5.92,,1,300,300,300,280,1,0,,
317,Nepal Investment Mega Bank Ltd. Promoter Share,,,,,,NIMBPO,183075408,,100,18307.54,5431267,812.83,,3894,222,136.3,168,149.658183,225,0,,
318,Nepal Life Insurance Co. Ltd. Promoter,,,,,,NLICP,100000,,100,10,143992,63.3,,4,452,361,413,439.596644,4,0,,
319,Nerude Mirmire Laghubitta Bittiya Sanstha Limited Promoter,,,,,,NMLBBLP,1250003,,100,125,14324,5.12,,5,366.1,340,340,357.475977,5,0,,
320,NMB Bank Limited Promoter Share,,,,,,NMBPO,8579999,,100,858,600025,76.71,,12,140,113,123,127.838231,11,0,,
321,Pokhara Finance Company Limited Promoter Share,,,,,,PFLPO,1862078,,100,186.21,28755,6.35,,1,221,212,221,221,1,0,,
322,Prabhu  Bank Limited Promoter Share,,,,,,PRVUPO,1000000,,100,100,1080181,122.92,,34,124,100,110,113.798488,25,0,,
323,Prabhu Mahalaxmi Life Insurance Limited promotor,,,,,,PMLIP,42960000,,100,4296,3508988,761.47,,82,309,270,302.9,217.005146,25,0,,
324,Prime Commercial Bank Promoter Share,,,,,,PCBLP,400000,,100,40,2925612,323.98,,58,125,101.6,103,110.740218,32,0,,
325,Progressive Finance Limited Promoter Share,,,,,,PROFLP,180000,,100,18,53102,6.72,,16,139.4,118,118,126.511003,14,0,,
326,Rastriya Beema Company Limited Promoter Share,,,,,,RBCLPO,1776296,,100,177.63,103112,1314.53,,4242,16270,9893.1,12300,12748.58329,227,0,,
327,Reliance Finance Ltd. Promoter Share,,,,,,RLFLPO,2000000,,100,200,45512,12.91,,2,303,204,274,283.666241,2,0,,
328,Sagarmatha Lumbini Insurance Co. Limited Promoter Share,,,,,,SALICOPO,100000,,100,10,24189,6.53,,2,270,270,270,270,2,0,,
329,Samata Gharelu Laghubitta Bittiya Sanstha Limited Promoter,,,,,,SMATAP,316000,,100,31.6,111709,54.95,,12,495,347.18,443,491.919854,6,0,,
330,Sampada Laghubitta Bittiya Sanstha Limited Promoter,,,,,,SMPDAP,0,,100,,163574,81.56,,10,550,327,495,498.612119,1,0,,
331,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited Promoter,,,,,,SKBBLP,2300000,,100,230,50000,16.1,,34,100,100,100,321.92604,2,0,,
332,Sanima Bank Ltd. Promoter Share,,,,,,SNMAPO,5376000,,100,537.6,270887,47.35,,7,190,145,167,174.790152,4,0,,
333,Sanima GIC Insurance Limited Promoter Share,,,,,,SGICP,0,,100,,698290,178.3,,30,323,100,250,255.342049,13,0,,
334,Sanima Reliance Life Insurance Limited Promoter Share,,,,,,SRLIP,0,,100,,1540809,313.35,,27,223,200,200,203.369347,8,0,,
335,Saptakoshi Development Bank Ltd Promoter Share,,,,,,SAPDBLP,5542510,,100,554.25,50560,12.97,,3,698,195,698,256.544303,2,0,,
336,Shangrila Development Bank Ltd. Promoter Share,,,,,,SADBLP,7359999,,100,736,284022,55.22,,13,209,164,197,194.430051,10,0,,
337,Shikhar Insurance Co. Ltd. Promoter,,,,,,SICLPO,200000,,100,20,170000,78.91,,3,470,461,461,464.17647,3,0,,
338,Shine Resunga Development Bank Ltd. Promoter Share,,,,,,SHINEP,6333300,,100,633.33,248323,59.94,,7,262,206,228,241.366736,6,0,,
339,Shree Investment & Finance Co. Ltd. Promoter Share,,,,,,SIFCPO,1000000,,100,100,10,0,,1,232.5,228,232.5,232.5,1,0,,
340,Siddhartha Bank Limited Promoter Share,,,,,,SBLPO,3000000,,100,300,250877,41.65,,4,175,137.7,175,166.033649,4,0,,
341,Support Microfinance Bittiya Sanstha Ltd. Promoter Share,,,,,,SMBPO,600000,,100,60,6215,2.97,,7,750,652,750,477.196299,3,0,,
342,SuryaJyoti Life Insurance Company Limited Promoter,,,,,,SJLICP,900000,,100,90,227651,36.26,,9,318.34,245,245,159.258254,2,0,,
343,Suryodaya Womi Laghubitta Bittiya Sanstha Limited Promoter,,,,,,SWMFPO,7919848,,100,791.98,178269,49.29,,20,399,250,399,276.484816,11,0,,
344,Swabalamban Laghubitta Bittiya Sanstha Limited Promoter Share,,,,,,SWBBLP,175000,,100,17.5,16528,4.15,,1,782,782,782,251,1,0,,
345,Swarojgar Laghubitta Bittiya Sanstha Ltd. Promoter Share,,,,,,SLBBLP,536800,,100,53.68,8500,4.22,,4,499,410,496,496.882352,2,0,,
346,Unique Nepal Laghubitta Bittiya Sanstha Limited Promoter,,,,,,UNLBP,0,,100,,32565,44.17,,19,1383,1211,1211,1356.300322,4,0,,
347,United Ajod Insurance Limited Promoter Share,,,,,,UAILPO,1500000,,100,150,153933,38.31,,2,382,307,382,248.857398,2,0,,
348,Vijaya laghubitta Bittiya Sanstha Ltd. Promoter Share,,,,,,VLBSPO,1400000,,100,140,70065,29.4,,9,495,327,458,419.623463,9,0,,
349,Wean Nepal Laghubitta Bittiya Sanstha Limited Promoter Share,,,,,,WNLBP,600000,,100,60,19284,4.85,,8,1403,100,100,251.422059,3,0,,
TOTAL,,,,,,,,704272575,,,70427.24,180561776,33420.87,,175655,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tradings,,,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million),,
350,Bishal Bazar Company Limited,,,,,,BBC,40100000,,100,4010,280534,1576.33,,14323,7247,4010,5383.99,5619.043163,231,215898,,
351,Nepal Tading Limited,,,,,,NTL,50000,,50,2.5,0,0,,0,56,56,56,0,0,2.8,,
352,Nepal Welfare Company Limited,,,,,,NWC,41000,,50,2.05,0,0,,0,95,95,95,0,0,3.9,,
353,Salt Trading Corporation,,,,,,STC,3207171,,100,320.72,829863,4774.93,,23717,7000,4836,5290,5753.88241,231,16965.93,,
TOTAL,,,,,,,,43398171,,,4335.27,1110397,6351.26,,38040,,,,,,232870.62999999998,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mutual Funds,,,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million),,
354,Citizens Mutual Fund -1,,,,,,CMF1,0,,10,0,9297323,98.1,,2104,11.22,9.64,10,10.551374,139,0,,
355,CITIZENS MUTUAL FUND 2,,,,,,CMF2,56000000,,10,560,5281463,52.48,,1834,10.86,9,10.68,9.936091,224,0,,
356,Citizens Super 30 Mutual Fund,,,,,,C30MF,75072390,,10,750.72,14575206,145.4,,2407,10.92,8.65,10.08,9.975524,226,0,,
357,Garima Samriddhi Yojana,,,,,,GSY,125000000,,10,1250,2976089,28.34,,4414,10.13,8.8,9.95,9.523646,96,0,,
358,Global IME Balanced Fund-1,,,,,,GIBF1,102576360,,10,1025.76,28757065,293.81,,5586,11.02,8.59,10.91,10.217042,231,0,,
359,Himalayan 80-20,,,,,,H8020,10000000,,10,100,20625599,215.38,,4504,12.06,9.3,11.6,10.442591,230,0,,
360,Kumari Dhanabriddhi Yojana,,,,,,KDBY,4000000,,10,40,15131965,150.65,,9223,11,8.51,10.05,9.956065,231,0,,
361,Kumari Equity Fund,,,,,,KEF,100000000,,10,1000,12725545,119.75,,7403,10.76,7.91,9.95,9.410157,230,0,,
362,Kumari Sabal Yojana,,,,,,KSY,74475070,,10,744.75,4573290,43.77,,2421,10.91,8.25,10,9.571749,227,0,,
363,Laxmi Unnati Kosh,,,,,,LUK,65262360,,10,652.62,9358104,91.49,,3187,10.85,8.65,10.39,9.776377,231,0,,
364,Laxmi Value Fund 2,,,,,,LVF2,80000000,,10,800,8290162,81.35,,2874,10.4,8.27,10.12,9.812929,231,0,,
365,MBL Equity Fund,,,,,,MBLEF,121625330,,10,1216.25,1543986,14.56,,953,10.19,8.59,9.93,9.433028,38,0,,
366,Mega Mutual Fund -1,,,,,,MMF1,125000000,,10,1250,16791683,149.22,,11235,9.85,7.4,9.58,8.886359,231,0,,
367,Muktinath Mutual Fund 1,,,,,,MNMF1,125000000,,10,1250,4614555,43.1,,4851,10.42,8.67,9.9,9.339465,118,0,,
368,NABIL BALANCED FUND-2,,,,,,NBF2,112000000,,10,1120,21614159,214.2,,4440,10.63,8.7,10.11,9.910336,231,0,,
369,Nabil Balanced Fund-3,,,,,,NBF3,125000000,,10,1250,22745846,214.87,,12447,10.45,7.68,9.99,9.446362,231,0,,
370,NIBL Growth Fund,,,,,,NIBLGF,132000000,,10,1320,11691080,109.08,,3163,10.43,7.84,9.86,9.330617,229,0,,
371,NIBL Samriddhi Fund -2,,,,,,NIBSF2,150000000,,10,1500,10535576,90.96,,5228,9.6,7.65,8.83,8.633828,231,0,,
372,NIBL Stable Fund,,,,,,NIBLSTF,113000000,,10,1130,6119841,52.7,,3776,10.04,7.85,9.89,8.611629,231,0,,
373,NIC Asia Balanced Fund,,,,,,NICBF,75500000,,10,755,10514301,101.5,,1654,10.5,8.49,9.77,9.653621,223,0,,
374,NIC Asia Flexi CAP Fund,,,,,,NICFC,10200000,,10,102,6228883,62.34,,6038,10.99,8.13,10.15,10.007946,228,0,,
375,NIC Asia Growth Fund,,,,,,NICGF,0,,10,0,7606912,82.31,,1792,11.91,9.85,10,10.820331,143,0,,
376,NIC ASIA Growth Fund-2,,,,,,NICGF2,90500000,,10,905,4613890,40.45,,3748,9.98,8.06,9.52,8.766728,230,0,,
377,NIC Asia Select Fund 30,,,,,,NICSF,125000000,,10,1250,12730948,126.39,,6460,11.45,8.49,9.29,9.927881,231,0,,
378,NMB 50,,,,,,NMB50,125000000,,10,1250,13800228,150.74,,3198,12.54,9.57,10.69,10.923296,227,0,,
379,NMB Hybrid Fund L- II,,,,,,NMBHF2,136484000,,10,1364.84,2990443,26.5,,2006,10,8.16,9.06,8.860103,59,0,,
380,NMB Sulav Investment Fund - 2,,,,,,NSIF2,122100000,,10,1221,46065365,496.29,,6080,12.47,9.69,11.29,10.773536,231,0,,
381,Prabhu Select Fund,,,,,,PSF,125000000,,10,1250,34379888,362.46,,9091,11.42,9.06,11.29,10.542676,231,0,,
382,Prabhu Smart Fund,,,,,,PRSF,100000000,,10,1000,27518244,291.76,,3470,11.87,9.12,11.47,10.602361,229,0,,
383,RBB Mutual Fund 1,,,,,,RMF1,125000000,,10,1250,13067509,121.62,,4381,10.19,8.1,9.96,9.306942,231,0,,
384,RBB Mutual Fund 2,,,,,,RMF2,84611929,,10,846.12,8678585,86.89,,1616,10.73,8.5,10.08,10.012524,220,0,,
385,Reliable Samriddhi Yojana,,,,,,RSY,120000000,,10,1200,256356,2.34,,553,10.08,8.58,9.93,9.115688,15,0,,
386,Sanima Equity Fund,,,,,,SAEF,0,,10,0,9617010,111.11,,2496,13.01,10.44,10,11.553407,98,0,,
387,Sanima Growth Fund,,,,,,SAGF,67253260,,10,672.53,9209276,90.17,,3106,10.93,8.92,10.32,9.790856,229,0,,
388,Sanima Large Cap Fund,,,,,,SLCF,120000000,,10,1200,10278863,100.36,,5437,10.6,8.3,10.23,9.763325,230,0,,
389,Siddhartha Equity Fund,,,,,,SEF,150000000,,10,1500,28225126,274.01,,3283,10.54,8.31,10.29,9.707881,230,0,,
390,Siddhartha Equity Orineted Scheme,,,,,,SEOS,100000000,,10,1000,0,0,,0,10.85,10.85,10.85,0,0,0,,
391,Siddhartha Investment Growth Scheme - 2,,,,,,SIGS2,120000000,,10,1200,15386449,151.43,,1810,10.56,8.62,10.5,9.841687,219,0,,
392,Siddhartha Investment Growth Scheme 3,,,,,,SIGS3,80580000,,10,805.8,18559774,185.79,,3302,10.96,8.28,10.44,10.010101,230,0,,
393,Sunrise Bluechip Fund,,,,,,SBCF,125000000,,10,1250,16489200,159.69,,4496,10.21,8.18,10,9.684595,231,0,,
394,Sunrise First Mutual Fund,,,,,,SFMF,86000000,,10,860,9055737,94.51,,1963,11.99,9.22,10.68,10.436422,219,0,,
395,Sunrise Focused Equity Fund,,,,,,SFEF,100000000,,10,1000,13348253,129.36,,2332,10.66,8.15,10.04,9.691318,229,0,,
TOTAL,,,,,,,,3884240699,,,38842.39,545869777,5457.23,,170362,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Debentures,,,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million),,
396,10 % NMB DEBENTURE 2085,,,,,,NMBD2085,1684505,,1000,1684.51,11487,12.34,,71,1136.3,1025.1,1112.8,1073.958405,48,0,,
397,10% Citizens Bank Debenture 2090,,,,,,CIZBD90,3000000,,1000,3000,9766,10.99,,289,1207,1000,1185,1125.614314,112,0,,
398,10% Himalayan Bank Debenture 2083,,,,,,HBLD83,2569104,,1000,2569.1,2431,2.56,,72,1090,1019.5,1083.2,1051.390004,47,0,,
399,10% KBL Debenture 2090,,,,,,KBLD90,5000000,,1000,5000,5004,5.72,,238,1412.9,1000,1412.9,1143.897821,81,0,,
400,10% Laxmi Bank Debenture 2086,,,,,,LBLD86,2000000,,1000,2000,1416,1.54,,65,1135,1007.1,1140,1084.328319,40,0,,
401,10% Nabil Debenture 2082,,,,,,NBLD82,2000000,,1000,2000,14991,16.15,,148,1248,1022,1130,1077.576696,45,0,,
402,10% Nepal SBI Bank Debenture 2086,,,,,,SBIBD86,2033888,,1000,2033.89,6903,7.48,,138,1160,1040,1130,1083.934231,67,0,,
403,10% NIC Asia Debenture 2085/86,,,,,,NICAD85/86,2404688,,1000,2404.69,19906,21.44,,210,1175,1004.9,1164,1077.231156,87,0,,
404,10% NIMB Debenture 2090,,,,,,NIMBD90,4040000,,1000,4040,20651,23.65,,274,1251,1019.2,1170.2,1145.212161,118,0,,
405,10% Prabhu Bank Debenture 2084 ,,,,,,PBLD84,2000000,,1000,2000,72815,79.21,,411,1144,1022,1143,1087.837956,114,0,,
406,10% Prime Debenture 2088,,,,,,PBD88,1741884,,1000,1741.88,54994,61.49,,687,1219.7,1001,1201,1118.195661,190,0,,
407,10% Sanima Bank Limited Debenture,,,,,,SAND2085,2000000,,1000,2000,35959,39.76,,212,1256.6,1028,1183.65,1105.809544,76,0,,
408,10.15% Prime Debenture 2084,,,,,,PBD84,0,,1000,,7178,7.72,,253,1139,1010,1139,1074.892685,114,0,,
409,10.25% Citizens Bank Debenture 2086,,,,,,CIZBD86,2500000,,1000,2500,1780,1.94,,66,1178.7,1030.2,1178.7,1091.093595,37,0,,
410,10.25% KBL Debenture 2086,,,,,,KBLD86,3000000,,1000,3000,44206,50.36,,308,1257.4,1025.1,1234,1139.141311,82,0,,
411,10.25% Machhapuchhre Bank Debenture 2085,,,,,,MBLD2085,3000000,,1000,3000,11570,13.48,,62,1273.9,1070,1294,1165.234114,31,0,,
412,10.25% NBBL Debenture 2085,,,,,,NBBD2085,2000000,,1000,2000,63084,73.92,,105,1205.4,1051,1109.5,1171.703595,59,0,,
413,10.25% Nepal SBI Bank Debenture 2083,,,,,,SBID83,2401482,,1000,2401.48,48045,52.01,,555,1147.4,1015.1,1101.37,1082.502793,155,0,,
414,10.25% NIC Asia Debenture 2083/84,,,,,,NICD83/84,1943698,,1000,1943.7,2868,3.1,,120,1150,1026.1,1145,1081.442538,60,0,,
415,10.25% Prabhu Bank  Debenture 2086,,,,,,PBLD86,1000000,,1000,1000,11276,12.56,,120,1169,1027.8,1127,1113.7692,41,0,,
416,10.25% Sanima Debenture 2089,,,,,,SBD89,5000000,,1000,5000,2924,3.26,,107,1205,1017.3,1205,1115.06303,47,0,,
417,10.25% SBL Debenture 2083,,,,,,SBLD83,2500000,,1000,2500,60966,67.91,,78,1218.2,1033.5,1122,1113.819414,33,0,,
418,10.25% Sunrise Bank Debenture 2083,,,,,,SRBLD83,3000000,,1000,3000,21264,22.94,,286,1152.6,1025,1126,1078.773194,81,0,,
419,10.30% Standard Chartered Bank Limited Debenture,,,,,,SCBD,2400000,,1000,2400,6296,6.95,,171,1157.3,1060.9,1135,1104.232846,91,0,,
420,10.35% Agricultural Bank Debenture 2083,,,,,,ADBLD83,2500000,,1000,2500,29057,31.78,,370,1160,1046,1160,1093.863038,116,0,,
421,10.5 % NEPAL INVESTMENT DEBENTURE 2082,,,,,,NIBD2082,2000000,,1000,2000,39284,43.68,,268,1174.4,1015.5,1165.45,1111.989036,86,0,,
422,10.50% Everest Bank Limited Debenture 2085,,,,,,EBLD85,2000000,,1000,2000,11721,13.31,,280,1200,1067.3,1114.6,1135.839595,128,0,,
423,10.50% SBL Debenture 2082,,,,,,SBLD2082,2162559,,1000,2162.56,38874,43.09,,135,1234.4,1030,1100,1108.562257,75,0,,
424,10.75% SBL Debenture 2089,,,,,,SBLD89,4000000,,1000,4000,28871,34.34,,145,1278.3,1056.5,1270,1189.434886,71,0,,
425,11% KBL Debenture 2089,,,,,,KBLD89,3000000,,1000,3000,100753,121.14,,258,1275,1046.2,1248.4,1202.324199,97,0,,
426,11% L.B.B.L. Debenture 2089,,,,,,LBBLD89,1000000,,1000,1000,101700,123.91,,316,1270,1082,1264.8,1218.377774,107,0,,
427,11% Mahalaxmi Debenture 2089,,,,,,MLBLD89,1000000,,1000,1000,22217,26.65,,133,1260,1058.6,1250,1199.655916,74,0,,
428,11% NIC Asia Debenture 082/83,,,,,,NICAD8283,1830000,,1000,1830,83419,93.35,,638,1239.3,1032.5,1199,1119.011767,152,0,,
429,12 % Goodwill Finance Limited Debenture 2083,,,,,,GWFD83,250000,,1000,250,17917,21.88,,331,1464.8,1090,1249.9,1221.432438,120,0,,
430,12% ICFC Finance Limited Debenture 2083,,,,,,ICFCD83,200000,,1000,200,20515,25.28,,322,1368.9,1156.4,1365.07,1232.458116,117,0,,
431,8.5% BOK Debenture 2086,,,,,,BOKD86,1600000,,1000,1600,18438,18.88,,339,1095,950,1050,1024.01371,133,0,,
432,8.5% Laxmi Bank Debenture 2088,,,,,,LBLD88,2000000,,1000,2000,5023,5.15,,116,1095,965.1,1078,1025.580589,59,0,,
433,8.5% Machhapuchchhre Debenture 2087,,,,,,MBLD87,2253496,,1000,2253.5,12912,13.28,,209,1081,931,1046,1028.742998,98,0,,
434,8.5% Nepal Bank Debenture 2087,,,,,,NBLD87,3500000,,1000,3500,57163,58.51,,569,1083.3,916,1052.5,1023.578265,171,0,,
435,8.5% Nepal Investment Bank Debenture 2084,,,,,,NIBD84,4000000,,1000,4000,46483,47.32,,374,1077,943,1042,1018.026383,142,0,,
436,8.5% Prabhu Bank Debenture 2087,,,,,,PBLD87,2650000,,1000,2650,78654,80.16,,230,1087,960,1059.35,1019.102505,100,0,,
437,8.5% RBBL Debenture 2083,,,,,,RBBD83,2500000,,1000,2500,19603,20.21,,261,1091,946.5,1090,1031.210233,103,0,,
438,8.5% Sanima Debenture 2087,,,,,,SBD87,3052404,,1000,3052.4,27173,28.03,,289,1085,940,1068,1031.719324,127,0,,
439,8.5% SBL Debenture 2084,,,,,,SBLD84,3000000,,1000,3000,43249,43.92,,170,1081.19,980,1102.5,1015.445675,84,0,,
440,8.75 % Prime Debenture 2085,,,,,,PBD85,2447963,,1000,2447.96,14726,15.31,,283,1100,970,1079,1039.718416,132,0,,
441,9% ICFC Finance Limited Debenture 2088,,,,,,ICFCD88,300000,,1000,300,15838,17.14,,601,1125,1000,1112.93,1082.325123,81,0,,
442,9% Kamana Sewa Bikas Bank Limited Debenture 2087,,,,,,KSBBLD87,1000000,,1000,1000,49931,52.95,,295,1110,980,1100,1060.368144,128,0,,
443,9% Nabil Debenture 2087,,,,,,NABILD87,3000000,,1000,3000,6124,6.45,,211,1118,980,1080,1053.453233,107,0,,
444,9% Nepal SBI Bank Rinpatra 2089,,,,,,SBID89,1418366,,1000,1418.37,176284,185.83,,413,1137.1,965,1137,1054.159126,146,0,,
445,9% NIC Asia Debenture 2081/82,,,,,,NICAD8182,0,,1000,0,4278,4.46,,64,1071,991.2,1000,1042.897849,29,0,,
446,9.5% Manjushree Finance Limited Debenture 2085,,,,,,MFLD85,500000,,1000,500,36620,38.89,,339,1150,990,1117.2,1062.103771,109,0,,
447,9.5% NCC Debenture 2086,,,,,,NCCD86,3000000,,1000,3000,165926,177.36,,400,1164,995,1120,1068.920775,103,0,,
448,"BOK Debenture 2086 ""KA""",,,,,,BOKD86KA,1100000,,1000,1100,6648,7.51,,71,1198.5,1046,1130.2,1129.401699,41,0,,
449,Century Debenture 2088,,,,,,CCBD88,2200000,,1000,2200,38368,44.63,,413,1250,1074.7,1218.9,1163.273253,139,0,,
450,Civil Bank Debenture 2088,,,,,,CBLD88,3000000,,1000,3000,46568,53.22,,495,1254.2,1034,1205,1142.866552,160,0,,
451,Everest Bank Limited,,,,,,EBLD86,856783,,1000,856.78,35940,36.78,,502,1080,937,1063.2,1023.472384,174,0,,
452,Everest Bank Limited Debenture 2091,,,,,,EBLD91,3000000,,1000,3000,17721,18.29,,256,1050,996,1050,1032.294735,38,0,,
453,"Everest Bank Limited Energy Bond, 2089",,,,,,EBLEB89,746830,,1000,746.83,3309,3.39,,71,1050.6,1000,1040.8,1025.592716,40,0,,
454,"Garima Debenture, 2085",,,,,,GBBD85,1000000,,1000,1000,133438,140.49,,834,1110,940,1095.5,1052.812155,199,0,,
455,"Global IME Bank Debenture, 2084/85",,,,,,GBILD84/85,5000000,,1000,5000,63408,73.44,,371,1220,1104,1175,1158.134645,139,0,,
456,Global IME Bank Limited Debenture 2086/87,,,,,,GBILD86/87,3000000,,1000,3000,116362,119.56,,342,1100,935.5,1080,1027.44713,139,0,,
457,"Himalayan Bank Limited Bond, 2086",,,,,,HBLD86,2500000,,1000,2500,10185,11.55,,133,1180.8,1044,1125,1133.944477,76,0,,
458,Jyoti Bikash Bank Bond 2087,,,,,,JBBD87,1500000,,1000,1500,24719,26.09,,323,1182,966.5,1076,1055.58247,132,0,,
459,Muktinath Debenture 2084/85,,,,,,MND84/85,1250000,,1000,1250,15433,15.94,,259,1100,950.9,1085,1032.715589,108,0,,
460,Nabil Debenture 2085,,,,,,NBLD85,2207108,,1000,2207.11,138722,142.79,,463,1068,927,1051.66,1029.328376,152,0,,
461,NIC ASIA Rinpatra 2088,,,,,,NICD88,1573872,,1000,1573.87,20817,21.64,,378,1100,935,1100,1039.508219,139,0,,
462,Nifra Green Energy Debenture 6% - 2088/89,,,,,,NIFRAGED,0,,1000,,505469,505.47,,23,1020,1000,1000,1000.00633,2,0,,
463,NIFRA Uraj Rinpatra7%-2085/86,,,,,,NIFRAUR85/86,2289813,,1000,2289.81,4703,4.47,,126,1025,870.9,1015,949.966914,72,0,,
464,NMB Debenture 10.75%-2089/90,,,,,,NMBD89/90,4000000,,1000,4000,21708,25.89,,138,1225,1027,1215,1192.776681,63,0,,
465,NMB Debenture 8.50% - 2087/88,,,,,,NMBD87/88,2000000,,1000,2000,46318,47.22,,253,1103.6,930,1097,1019.576898,110,0,,
466,Shangri-la Development Bank Debenture 2087,,,,,,SDBD87,750000,,1000,750,44539,47.19,,471,1120,947,1100,1059.442854,149,0,,
TOTAL,,,,,,,,153358443,,,153358.44,3104908,3336.300000000001,,19327,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GRAND TOTAL,,,,,,,,13564401691,,,1132483.19,4844876667,2124915.539999999,,22235207,,,,,,4656989.34,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17 11:18:52.722000,,,,Page 1 of,,,,,,,,,,,,,,,,,,,1.0
